DIGITAL_OBJECT - URL_TEXT,DIGITAL_OBJECT - URL,RECORD_URL,DESC,YEAR_DISPLAY,NAME,WILL_NO,YEAR,SHIP,PROPERTY,PROPERTY_INDEX,CORRES_SUBJ,SUBJ_SR,NAME_TITLE,NAME_RANK,NAME_SEE_ALSO,DESC_SR
CSO3-1-3_251_T,https://stors.tas.gov.au/CSO3-1-3_251_T,https://stors.tas.gov.au/NI/1624385,Application for a grant of land (9414),1824-1836,"Thorn, Robert","9414, 11335",1824-1836,,,,,,,,,
CSO3-1-3_251_T,https://stors.tas.gov.au/CSO3-1-3_251_T,https://stors.tas.gov.au/NI/1624387,For a town allotment,1824-1836,"Thomson, Henry",9707,1824-1836,,,,,,,,,
CSO3-1-3_251_T,https://stors.tas.gov.au/CSO3-1-3_251_T,https://stors.tas.gov.au/NI/1624388,For a suburban allotment (9757)|Recommending a Pound at South Esk (12234),1824-1836,"Thomas, B.W","9757, 12234",1824-1836,,,,,,,,,
CSO3-1-3_251_T,https://stors.tas.gov.au/CSO3-1-3_251_T,https://stors.tas.gov.au/NI/1624390,For a situation in the Treasurers Office,1824-1836,"Thomas, Samuel",9818,1824-1836,,,,,,,,,
CSO3-1-3_251_T,https://stors.tas.gov.au/CSO3-1-3_251_T,https://stors.tas.gov.au/NI/1624391,For appointment as Assistant Surgeon Richmond (9975)|Claim against Government (13385),1824-1836,"Thomas, Henry","9975, 13385",1824-1836,,,,,,,,,
CSO3-1-3_252_T,https://stors.tas.gov.au/CSO3-1-3_252_T,https://stors.tas.gov.au/NI/1624394,"For land, and for additonal land for having introduced steam navigation to the Colony (12706)|Application for the erection of a wharf at Kangaroo Point (13000)|For a store Old Wharf for steam boat (13455)",1824-1836,"Thomson, Alexander","12706, 13000, 13455",1824-1836,,,,,,,,,
CSO3-1-3_252_T,https://stors.tas.gov.au/CSO3-1-3_252_T,https://stors.tas.gov.au/NI/1624395,For increase of pay,1824-1836,"Thorneloe, Thomas",13713,1824-1836,,,,,,,,,
CSO3-1-3_252_T,https://stors.tas.gov.au/CSO3-1-3_252_T,https://stors.tas.gov.au/NI/1624398,For land,1824-1836,"Thorne, Charles",17103,1824-1836,,,,,,,,,
CSO3-1-3_252_T,https://stors.tas.gov.au/CSO3-1-3_252_T,https://stors.tas.gov.au/NI/1624399,Claiming land for Mrs Copeland or Hanagan,1824-1836,"Thompson, J.H",18688,1824-1836,,,,,,,,,
CSO3-1-3_254_U,https://stors.tas.gov.au/CSO3-1-3_254_U,https://stors.tas.gov.au/NI/1624401,For rent of a house at New Norfolk,1824-1836,"Underwood, Richard",4998,1824-1836,,,,,,,,,
CSO3-1-3_254_U,https://stors.tas.gov.au/CSO3-1-3_254_U,https://stors.tas.gov.au/NI/1624402,For a grant of land,1824-1836,"Umphelby, C.W",11534,1824-1836,,,,,,,,,
CSO3-1-3_254_U,https://stors.tas.gov.au/CSO3-1-3_254_U,https://stors.tas.gov.au/NI/1624406,For land during absence at Sydney,1824-1836,"Urquart, Charles",1844,1824-1836,,,,,,,,,
CSO3-1-3_255_U,https://stors.tas.gov.au/CSO3-1-3_255_U,https://stors.tas.gov.au/NI/1624409,Memorial for,1824-1836,,18884,1824-1836,,,,Usury Law,Usury Law,,,,
CSO3-1-3_256_V,https://stors.tas.gov.au/CSO3-1-3_256_V,https://stors.tas.gov.au/NI/1624410,"Assigned servants to (241)|For reserve of two thousand acres (267)|Location of land (265)|Recommending men for indulgence (412)|Offering premises as a Watch House (1711)|Proposed road between to settled districts and the land of (3859)|Mr Adey acting for him (3860)|For permission to land goods at Circular Head (4948)|Passage of servants to be allowed as settoff quit rents (5003)|To rent land on the Quamby (6545)|To occupy buildings George Town (6925)|Report of the escape of convicts from (7389)|For a Military Officers station (8840)|Allen Baxter complaining of Mr Curr (10827)|Volumious Papers (13383)|Mr Curr complaining of a vessel calling at Emu Bay and taking off indented servants and requesting that the Customs may not clear out vessels without reference to their agent (14104)|Report of Messrs Backhouse and Walker upon the appearance of the country (14660)|Appointment of a paid Police at Circular Head (14959)|Supplies furnished to G.A Robinson and party (16773)|That a Constable be appointed to look after sealers (16948)|Claims for slops and transport of convicts in their service (17425)|Claims for supplies to a detachment of the 57 Regiment (17697)|Mr Currs complaint, conveyance of convicts from Circular Head (18272)|Mr Currs complaint, report of claims against HM Government moiety of salary to PM (18768)|Mr Currs application to purchase land (See also under Curr, Edward) (18830)",1824-1836,,"241, 267, 265, 412, 1711, 3859, 3860, 4948, 5003, 6545, 6925, 7389, 8840, 10827, 13383, 14104, 14660, 14959, 16773, 16948, 17425, 17697, 18272, 18768, 18830",1824-1836,,,,Van Diemen's Land Company,Van Diemen's Land Company,,,,
CSO3-1-3_256_V,https://stors.tas.gov.au/CSO3-1-3_256_V,https://stors.tas.gov.au/NI/1624415,Application for a grant of land,1824-1836,"Vaughan, J.H",9332,1824-1836,,,,,,,,,
CSO3-1-3_256_V,https://stors.tas.gov.au/CSO3-1-3_256_V,https://stors.tas.gov.au/NI/1624416,For a Shipwright,1824-1836,"Vanderplank, John",17602,1824-1836,,,,,,,,,
CSO3-1-3_256_V,https://stors.tas.gov.au/CSO3-1-3_256_V,https://stors.tas.gov.au/NI/1624417,"Respecting him, charges for",1824-1836,"Van Deimen, George",652,1824-1836,,,,,,,,,
CSO3-1-3_257_V,https://stors.tas.gov.au/CSO3-1-3_257_V,https://stors.tas.gov.au/NI/1624418,"Lodgings for eight at Launceston (86)|Misconduct throughout Colony (534)|Lieutenant Governor's memo respecting terms upon which land shall be granted (9298)|Lieutenant Governor's memo land and assistance to be granted to those who remain in the Colony, list of names, return of land selected (9565)|Lieutenant Governor's memo grants to be issued free of cost (12226)|Lieutenant Governor's memo indulgencies to be granted to Officers (10264)",1824-1836,,"86, 534, 9298, 9565, 12226, 10264",1824-1836,,,,Veterans,Veterans,,,,
CSO3-1-3_258_V,https://stors.tas.gov.au/CSO3-1-3_258_V,https://stors.tas.gov.au/NI/1624419,"Application for land by purchase (2400)|J Hillery claiming portion of his grant (3069)|Land, Bathurst's permission (4652)|To be exempted from paying Licence the first year (6776)|For town allotment Bothwell (6794)|Complaining of the harsh treatment of the Police at Bothwell (10356)|Offering a house at Bothwell for sale (11160)",1824-1836,"Vincent, John","2400, 3069, 4652, 6776, 6794, 10356, 11160",1824-1836,,,,,,,,,
CSO3-1-3_258_V,https://stors.tas.gov.au/CSO3-1-3_258_V,https://stors.tas.gov.au/NI/1624420,Appointed a Magistrate (9681)|For a reserve of land (12020)|For leave to select land for a grant (12397)|Appointed Ordnance Store Keeper (14298),1824-1836,"Vicary, Given Name Not Recorded","9681, 12020, 12397, 14298",1824-1836,,,,,,,Captain,,
CSO3-1-3_258_V,https://stors.tas.gov.au/CSO3-1-3_258_V,https://stors.tas.gov.au/NI/1624421,For a grant of land (11127)|Respecting bills on the Treasury (11131),1824-1836,"Viveash, C.H.B","11127, 11131",1824-1836,,,,,,,,,
CSO3-1-3_258_V,https://stors.tas.gov.au/CSO3-1-3_258_V,https://stors.tas.gov.au/NI/1624422,For a town allotment (11585)|Servants (13454),1824-1836,"Vincent, John (Junior)","11585, 13454",1824-1836,,,,,,,,,
CSO3-1-3_258_V,https://stors.tas.gov.au/CSO3-1-3_258_V,https://stors.tas.gov.au/NI/1624423,Appointed Clerk Ordnance Store (15018)|For increase of salary (17968),1824-1836,"Vicary, Henry","15018, 17968",1824-1836,,,,,,,,,
CSO3-1-3_259_V,https://stors.tas.gov.au/CSO3-1-3_259_V,https://stors.tas.gov.au/NI/1624425,"Pension (82)|Respecting claim on (1851)|For seed wheat (7867)|Respecting her grant, pension and other numerous papers (17077)",1824-1836,"Von Bibra, Given Name Not Recorded","82, 1851, 2826, 7867, 17077",1824-1836,,,,,,Mrs,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624427,For Hobart Town (242)|Private for assistance to maintain (2486),1824-1836,,"242, 2486",1824-1836,,,,Watchmen,Watchmen,,,,
CSO3-1-3_260_W|CSO3-1-3_268_W,https://stors.tas.gov.au/CSO3-1-3_260_W|https://stors.tas.gov.au/CSO3-1-3_268_W,https://stors.tas.gov.au/NI/1624428,Supply of for Hobart Town (348)|Radcliffe and Brown supply Launceston (16937)|Captain Dalrymples representation of the bad state of water at Launceston (4026)|Lloyd and Johnstones plan for supplying Launceston (17055)|At Ross (18992),1824-1836,,"348, 16937, 4026, 17055, 18992",1824-1836,,,,Water,Water,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624430,For town allotment Launceston (4258)|For two acres of land (6480),1824-1836,"Waddingham, Richard","4258, 6480",1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624431,For rations as a settler,1824-1836,"Wallis, Hamilton",2111,1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624433,Repairing Government mill remuneration (869)|Tender for erecting mill dam (1758)|For land for a mill (2114)|Report on mill at Launceston and conveyance of water (2162),1824-1836,"Walker, John","869, 1758, 2114, 2162",1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624434,For land (881)|For appointment as Inspector of Distilleries (2113)|Requesting to transfer his situation to his brother (2125)|Reasons for his resignation (2131)|Application for advance of six months salary (4789),1824-1836,"Wales, Robert","881, 2113, 2125, 2131, 4789",1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624435,For land (2105)|Satement of property (2185),1824-1836,"Watson, Joseph Thomas","2105, 2185",1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624437,"For town allotment (2112)|Land, Lord Bathurst's permission (4648)|Application for land (4934)",1824-1836,"Walters, Jeremiah","2112, 4648, 4934",1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624438,"For land (2118)|Schedule of property, Bathurst (4624)",1824-1836,"Watts, John","2118, 4624",1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624439,Memorial for land and schedule,1824-1836,"Walker, R",4623,1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624440,For licence to make bricks at Sorell (2121)|Lord Bathurst (4625),1824-1836,"Walker, Harris","2121, 4625",1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624441,For Post Mastership,1824-1836,"Wales, Thomas",2127,1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624442,For land (2397)|Again (2822),1824-1836,"Walton, George","2397, 2822",1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624443,To be released from Gaol (2147)|For a grant of land (9723)|For allotment (9842)|To be allowed to sell refreshments at the race course (11137),1824-1836,"Walford, B","2147, 9723, 9842, 11137",1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624444,For land (2151)|Transmitting cotton seeds (2174),1824-1836,"Warren, A","2151, 2174",1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624445,For permission to lease his grant of land (2155)|For permission to lease his grant of land (10349),1824-1836,"Watson, Thomas","2155, 10349",1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624446,For land and Lord Bathurst's permission,1824-1836,"Watson, William",4580,1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624448,Application for land,1824-1836,"Wallace, John",5333,1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624452,"For land (2168)|For land, Governor Macquarie (4509)",1824-1836,"Waddle, Alexander","2168, 4509",1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624453,For assigned servants,1824-1836,"Walker, William",97,1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624455,Title for land (303)|For situation as Water Bailiff (11601)|For land in addition (647),1824-1836,"Wallis, Hamilton","303, 11601, 647",1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624456,For land (444)|For Pound Keeper Long Meadow (2580)|For Mechanics for woolen manufactory (2955),1824-1836,"Walker, N.G","444, 2580, 2955",1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624457,Detention in the Colony (468)|For situation (6544),1824-1836,"Warton, Thomas","468, 6544",1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624458,Rewards for bushrangers,1824-1836,"Warne, John",537,1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624459,For grant of land,1824-1836,"Warne, John",2167,1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624460,Money form of (1097)|On the Police Fund for 1817 to 1825 (4980)|Form of furnished by the Deputy Assistant Commissary general of Accounts (11117)|To be prepared in Colonial Secreataries Office (11650),1824-1836,,"1097, 4980, 11117, 11650",1824-1836,,,,Warrants,Warrants,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624461,For compensation for loss by fire (2470)|Schedule of property Lord Bathurst permission (4665)|For servants (8750)|Respect to servants (11900)|Disputed allotment Launceston (17037),1824-1836,"Walker, Abraham","2470, 4665, 8750, 11900, 17037",1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624463,For town allotment,1824-1836,"Ware, Martin",3896,1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624464,For a piece of land behind Gaol New Norfolk (5328)|For travelling expenses in attending the Police Office as a witness (14458),1824-1836,"Walton, Thomas","5328, 14458",1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624465,For land,1824-1836,"Watkins, Lewis",5433,1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624467,Memorial for land,1824-1836,"Ward, Barnard",7765,1824-1836,,,,,,,,,
CSO3-1-3_260_W,https://stors.tas.gov.au/CSO3-1-3_260_W,https://stors.tas.gov.au/NI/1624468,Memorial for land,1824-1836,"Walters, Benjamin",7766,1824-1836,,,,,,,,,
CSO3-1-3_261_W,https://stors.tas.gov.au/CSO3-1-3_261_W,https://stors.tas.gov.au/NI/1624470,For land (2827)|Application for a town allotment Oatlands (6240)|Respecting the refusal of a Licence at Oatlands (15171),1824-1836,"Weeding, James","2827, 6240, 15171",1824-1836,,,,,,,,,
CSO3-1-3_261_W,https://stors.tas.gov.au/CSO3-1-3_261_W,https://stors.tas.gov.au/NI/1624471,For a town allotment,1824-1836,"Webster, Alexander",11013,1824-1836,,,,,,,,,
CSO3-1-3_261_W,https://stors.tas.gov.au/CSO3-1-3_261_W,https://stors.tas.gov.au/NI/1624472,For land schedule of property,1824-1836,"Webber, Robert",3198,1824-1836,,,,,,,,,
CSO3-1-3_261_W,https://stors.tas.gov.au/CSO3-1-3_261_W,https://stors.tas.gov.au/NI/1624473,Lieutenant Governor's minute respecting his means for land,1824-1836,"Weavell, John",3962,1824-1836,,,,,,,,,
CSO3-1-3_261_W,https://stors.tas.gov.au/CSO3-1-3_261_W,https://stors.tas.gov.au/NI/1624474,To rent the sheds at the old market place for coaching,1824-1836,"Webb, John",11561,1824-1836,,,,,,,,,
CSO3-1-3_261_W,https://stors.tas.gov.au/CSO3-1-3_261_W,https://stors.tas.gov.au/NI/1624475,To rent the sheds at the old market place for coaching,1824-1836,"Corbett, Given Name Not Recorded",11561,1824-1836,,,,,,,,,
CSO3-1-3_261_W,https://stors.tas.gov.au/CSO3-1-3_261_W,https://stors.tas.gov.au/NI/1624478,Requesting a location for a saw mill (6700)|For Mechanics (6701)|Tendering the mill to the Government (6702)|For land as remuneration for surveying North West portion of the Island (7271)|Offering land for Lock Up House (17530)|Compensation loss of a punt (18876)|To take servants to Port Phillip (19000),1824-1836,"Wedge, E.D","6700, 6701, 6702, 7271, 17530, 18876, 19000",1824-1836,,,,,,,,,
CSO3-1-3_261_W,https://stors.tas.gov.au/CSO3-1-3_261_W,https://stors.tas.gov.au/NI/1624479,Application for a grant of land,1824-1836,"Weaver, Susan",7270,1824-1836,,,,,,,,,
CSO3-1-3_261_W,https://stors.tas.gov.au/CSO3-1-3_261_W,https://stors.tas.gov.au/NI/1624480,For a grant of land,1824-1836,"Weavis, John",9369,1824-1836,,,,,,,,,
CSO3-1-3_261_W,https://stors.tas.gov.au/CSO3-1-3_261_W,https://stors.tas.gov.au/NI/1624481,Memorial for a grant of land (7760)|For remission of sentence for her son (18881),1824-1836,"Wells, Charlotte","7760, 18881",1824-1836,,,,,,,,,
CSO3-1-3_261_W,https://stors.tas.gov.au/CSO3-1-3_261_W,https://stors.tas.gov.au/NI/1624482,For grant of land,1824-1836,"Welsh, James",7761,1824-1836,,,,,,,,,
CSO3-1-3_261_W,https://stors.tas.gov.au/CSO3-1-3_261_W,https://stors.tas.gov.au/NI/1624483,Application for land,1824-1836,"Wells, Samuel P",9405,1824-1836,,,,,,,,,
CSO3-1-3_261_W,https://stors.tas.gov.au/CSO3-1-3_261_W,https://stors.tas.gov.au/NI/1624484,For land,1824-1836,"Weir, John",31,1824-1836,,,,,,,,,
CSO3-1-3_261_W,https://stors.tas.gov.au/CSO3-1-3_261_W,https://stors.tas.gov.au/NI/1624487,For employment (360)|To be appointed District Constable (5686)|To be appointed Inspector of Stock Launceston (9766)|Complaint against Mr Faulkiner Junior libels (10242),1824-1836,"Welsh, P.W","360, 5686, 9766, 10242",1824-1836,,,,,,,,,
CSO3-1-3_261_W,https://stors.tas.gov.au/CSO3-1-3_261_W,https://stors.tas.gov.au/NI/1624488,For increase of pay (5334)|For a grant of land (11805),1824-1836,"Wedge, Charles","5334, 11805",1824-1836,,,,,,,,,
CSO3-1-3_261_W,https://stors.tas.gov.au/CSO3-1-3_261_W,https://stors.tas.gov.au/NI/1624489,"Superintendent of Government Vessels. For land (513)|Respecting conduct of boats crew (2135)|For leave of absence (7190)|For survey of Acteons Reef (7778)|Appointment of Port Officer and Harbour Master Launceston (8392)|For leave of absence, for land on account of services, death of (13060)",1824-1836,"Welsh, J","513, 2135, 7190, 7778, 8392, 13060",1824-1836,,,,,,,,,
CSO3-1-3_261_W,https://stors.tas.gov.au/CSO3-1-3_261_W,https://stors.tas.gov.au/NI/1624490,Forwarding books for promotion of Christian knowledge,1824-1836,"Wemyss, William",1039,1824-1836,,,,,,,,,
CSO3-1-3_261_W,https://stors.tas.gov.au/CSO3-1-3_261_W,https://stors.tas.gov.au/NI/1624492,Respecting head money (1793)|For Mechanics (10725)|For a town allotment (10777)|Squabble with Captain Clarke about a dog (10906)|Damages in Hay's case (15200),1824-1836,"Wentworth, Given Name Not Recorded","1793, 10725, 10777, 10906, 15200",1824-1836,,,,,,,Captain,,
